transaction_id,transaction_date,customer_id,product_id,category,quantity,unit_price,total_amount,discount_applied,payment_method,store_location,salesperson_id,profit,profit_margin_pct,data_quality_flag,is_outlier
13429,2024-05-26,2091,P008,Electronics,2,21421.45,36416.47,15.0,Net Banking,Online,ONLINE,19818.72,54.42,CLEAN,0
13430,2024-05-11,2253,P304,Food,10,142.58,1425.8,0.0,Credit Card,Store C (Bangalore),EMP007,544.4,38.18,CLEAN,0
13431,2024-01-08,1216,P389,Home & Garden,6,6583.3,39499.8,0.0,Debit Card,Store B (Delhi),EMP014,17221.8,43.6,CLEAN,0
13432,2024-05-09,1407,P090,Food,10,127.85,1278.5,0.0,Cash,Store A (Mumbai),EMP046,649.7,50.82,CLEAN,0
13433,2024-06-12,925,P328,Home & Garden,1,7341.65,7341.65,0.0,Credit Card,Store B (Delhi),EMP050,3857.39,52.54,CLEAN,0
13434,2024-05-25,2030,P060,Electronics,2,85410.38,162279.72,5.0,Cash,Online,ONLINE,57819.7,35.63,CLEAN,1
13435,2024-06-01,1182,P001,Clothing,3,1637.24,4911.72,0.0,Net Banking,Store A (Mumbai),EMP032,2108.4,42.93,CLEAN,0
13436,2024-01-01,84,P289,Food,9,490.81,3975.56,10.0,Credit Card,Store C (Bangalore),EMP047,2021.92,50.86,CLEAN,0
13437,2024-06-29,1402,P385,Home & Garden,4,2970.2,10692.72,10.0,Credit Card,Store A (Mumbai),EMP034,3424.21,32.02,CLEAN,0
13438,2024-04-13,2269,P267,Home & Garden,1,5300.86,4770.77,10.0,Debit Card,Online,ONLINE,1446.97,30.33,CLEAN,0
13439,2024-04-13,508,P150,Electronics,1,99365.66,94397.38,5.0,Debit Card,Store C (Bangalore),EMP040,41549.65,44.02,CLEAN,1
13440,2024-05-11,890,P285,Books,3,738.54,2104.84,5.0,Cash,Online,ONLINE,810.94,38.53,CLEAN,0
13441,2024-02-14,785,P079,Clothing,1,591.28,591.28,0.0,Debit Card,Store A (Mumbai),EMP011,270.3,45.71,CLEAN,0
13442,2024-05-30,538,P284,Food,1,66.14,59.53,10.0,UPI,Store C (Bangalore),EMP012,21.17,35.56,CLEAN,0
13443,2024-03-09,2233,P392,Books,3,1813.9,5441.7,0.0,Cash,Store A (Mumbai),EMP045,3061.83,56.27,CLEAN,0
13444,2024-04-08,1548,P148,Food,10,91.01,819.09,10.0,Net Banking,Online,ONLINE,404.46,49.38,CLEAN,0
13445,2024-03-05,1121,P037,Books,4,463.74,1854.96,0.0,UPI,Store C (Bangalore),EMP038,967.84,52.18,CLEAN,0
13446,2024-06-15,126,P285,Books,4,738.54,2806.45,5.0,Cash,Store A (Mumbai),EMP035,1081.25,38.53,CLEAN,0
13447,2024-04-18,788,P246,Books,4,500.17,1800.61,10.0,Net Banking,Store C (Bangalore),EMP021,578.05,32.1,CLEAN,0
13448,2024-01-20,684,P020,Home & Garden,2,5389.65,10779.3,0.0,Cash,Store A (Mumbai),EMP022,6423.3,59.59,CLEAN,0
13449,2024-01-20,584,P144,Clothing,1,935.86,935.86,0.0,Net Banking,Store C (Bangalore),EMP018,435.8,46.57,CLEAN,0
13450,2024-02-17,1860,P166,Home & Garden,3,332.79,998.37,0.0,UPI,Store A (Mumbai),EMP017,500.1,50.09,CLEAN,0
13451,2024-05-17,1384,P010,Electronics,1,115216.27,109455.46,5.0,Debit Card,Store B (Delhi),EMP009,55165.13,50.4,CLEAN,1
13452,2024-01-11,1355,P142,Clothing,3,1853.88,5283.56,5.0,UPI,Store C (Bangalore),EMP040,1803.51,34.13,CLEAN,0
13453,2024-03-17,2405,P336,Electronics,1,132237.67,132237.67,0.0,Net Banking,Store A (Mumbai),EMP020,66267.19,50.11,CLEAN,1
13454,2024-05-04,895,P240,Clothing,2,3086.79,6173.58,0.0,Cash,Store A (Mumbai),EMP014,3325.5,53.87,CLEAN,0
13455,2024-06-13,2456,P014,Books,2,1532.98,3065.96,0.0,Net Banking,Store A (Mumbai),EMP043,1264.02,41.23,CLEAN,0
13456,2024-03-23,371,P385,Home & Garden,1,2970.2,2970.2,0.0,UPI,Store C (Bangalore),EMP024,951.17,32.02,CLEAN,0
13457,2024-03-16,645,P394,Electronics,2,117122.09,210819.76,10.0,Debit Card,Online,ONLINE,69627.01,33.03,CLEAN,1
13458,2024-06-17,987,P159,Electronics,2,55378.07,105218.33,5.0,Debit Card,Online,ONLINE,60683.09,57.67,CLEAN,1
13459,2024-03-16,1682,P032,Books,1,1610.92,1610.92,0.0,Debit Card,Store B (Delhi),EMP016,506.74,31.46,CLEAN,0
13460,2024-04-06,2477,P270,Books,4,1676.82,6707.28,0.0,Debit Card,Store C (Bangalore),EMP024,2857.16,42.6,CLEAN,0
13461,2024-01-22,1086,P251,Food,5,329.13,1645.65,0.0,Credit Card,Store A (Mumbai),EMP019,830.0,50.44,CLEAN,0
13462,2024-01-06,1889,P242,Food,6,305.99,1744.14,5.0,Debit Card,Store B (Delhi),EMP010,639.77,36.68,CLEAN,0
13463,2024-04-08,672,P112,Clothing,2,2287.3,4574.6,0.0,Credit Card,Store C (Bangalore),EMP009,2032.26,44.42,CLEAN,0
13464,2024-03-27,1624,P123,Clothing,4,4174.87,15029.53,10.0,Debit Card,Store A (Mumbai),EMP021,6071.51,40.4,CLEAN,0
13465,2024-05-05,445,P228,Electronics,1,24193.36,21774.02,10.0,Credit Card,Online,ONLINE,9693.95,44.52,CLEAN,0
13466,2024-04-04,980,P143,Food,5,805.89,3425.03,15.0,Debit Card,Store B (Delhi),EMP015,1604.76,46.85,CLEAN,0
13467,2024-06-06,1385,P305,Electronics,1,79903.83,71913.45,10.0,Cash,Store C (Bangalore),EMP034,31821.05,44.25,CLEAN,0
13468,2024-05-27,1552,P214,Home & Garden,3,3487.8,10463.4,0.0,Credit Card,Store B (Delhi),EMP019,6160.11,58.87,CLEAN,0
13469,2024-05-19,1262,P320,Books,2,1692.43,3384.86,0.0,Cash,Store A (Mumbai),EMP001,1211.7,35.8,CLEAN,0
13470,2024-05-20,955,P368,Books,1,1050.5,1050.5,0.0,Debit Card,Store A (Mumbai),EMP007,476.12,45.32,CLEAN,0
13471,2024-04-21,390,P366,Clothing,2,1458.5,2771.15,5.0,Debit Card,Store B (Delhi),EMP023,1298.08,46.84,CLEAN,0
13472,2024-03-16,180,P345,Electronics,2,88717.18,150819.21,15.0,Cash,Store B (Delhi),EMP006,72330.89,47.96,CLEAN,1
13473,2024-04-09,291,P187,Food,7,80.86,509.42,10.0,Credit Card,Store B (Delhi),EMP041,280.6,55.08,CLEAN,0
13474,2024-02-02,508,P140,Electronics,2,48191.25,96382.5,0.0,Debit Card,Store B (Delhi),EMP023,48835.28,50.67,CLEAN,1
13475,2024-01-12,2178,P186,Clothing,2,3940.69,7487.31,5.0,Debit Card,Store C (Bangalore),EMP038,3574.98,47.75,CLEAN,0
13476,2024-02-18,1537,P259,Clothing,2,4442.65,8885.3,0.0,Cash,Online,ONLINE,3965.9,44.63,CLEAN,0
13477,2024-01-08,1783,P250,Food,2,195.91,391.82,0.0,Debit Card,Store A (Mumbai),EMP022,230.18,58.75,CLEAN,0
13478,2024-01-11,1497,P277,Electronics,1,101580.77,96501.73,5.0,Net Banking,Store C (Bangalore),EMP028,42805.08,44.36,CLEAN,1
13479,2024-01-14,2311,P386,Home & Garden,1,1196.98,1077.28,10.0,Cash,Store C (Bangalore),EMP025,510.22,47.36,CLEAN,0
13480,2024-06-18,628,P028,Food,2,543.86,1087.72,0.0,Net Banking,Online,ONLINE,634.1,58.3,CLEAN,0
13481,2024-05-18,166,P085,Clothing,3,2319.34,6958.02,0.0,Credit Card,Store C (Bangalore),EMP019,3193.08,45.89,CLEAN,0
13482,2024-04-07,2033,P349,Home & Garden,2,825.21,1650.42,0.0,Net Banking,Store C (Bangalore),EMP016,563.34,34.13,CLEAN,0
13483,2024-03-29,1,P275,Books,4,1681.37,6725.48,0.0,Debit Card,Store B (Delhi),EMP019,2604.04,38.72,CLEAN,0
13484,2024-06-24,1683,P130,Food,4,994.11,3379.97,15.0,Debit Card,Store C (Bangalore),EMP024,1486.48,43.98,CLEAN,0
13485,2024-01-08,1471,P281,Books,1,1974.06,1974.06,0.0,Net Banking,Store A (Mumbai),EMP021,994.36,50.37,CLEAN,0
13486,2024-03-19,1109,P319,Home & Garden,3,1411.27,4022.12,5.0,UPI,Store B (Delhi),EMP029,2092.13,52.02,CLEAN,0
13487,2024-04-20,583,P365,Home & Garden,3,7727.83,23183.49,0.0,Debit Card,Store C (Bangalore),EMP026,9440.7,40.72,CLEAN,0
13488,2024-06-23,885,P201,Electronics,2,47082.94,80041.0,15.0,Net Banking,Store B (Delhi),EMP025,47646.85,59.53,CLEAN,1
13489,2024-04-07,2112,P114,Food,6,258.18,1549.08,0.0,Debit Card,Store C (Bangalore),EMP025,632.4,40.82,CLEAN,0
13490,2024-02-11,2485,P380,Clothing,3,623.13,1869.39,0.0,Debit Card,Online,ONLINE,590.85,31.61,CLEAN,0
13491,2024-02-14,523,P060,Electronics,2,85410.38,153738.68,10.0,Net Banking,Store B (Delhi),EMP035,54776.56,35.63,CLEAN,1
13492,2024-01-03,1129,P258,Food,6,700.83,4204.98,0.0,Cash,Store B (Delhi),EMP007,2307.12,54.87,CLEAN,0
13493,2024-02-01,569,P017,Clothing,2,2078.55,4157.1,0.0,Debit Card,Store A (Mumbai),EMP014,1685.32,40.54,CLEAN,0
13494,2024-06-13,2136,P125,Books,2,1377.54,2617.33,5.0,Debit Card,Store A (Mumbai),EMP044,1566.97,59.87,CLEAN,0
13495,2024-01-06,2029,P372,Clothing,2,4273.36,8119.38,5.0,Debit Card,Store B (Delhi),EMP049,3926.92,48.36,CLEAN,0
13496,2024-06-12,1045,P253,Clothing,4,399.4,1437.84,10.0,Net Banking,Store C (Bangalore),EMP014,806.69,56.1,CLEAN,0
13497,2024-03-17,1738,P335,Clothing,3,3901.1,11703.3,0.0,Cash,Store A (Mumbai),EMP046,4626.27,39.53,CLEAN,0
13498,2024-06-12,998,P350,Clothing,1,4223.29,3800.96,10.0,Debit Card,Store C (Bangalore),EMP016,1152.16,30.31,CLEAN,0
13499,2024-06-20,1731,P188,Books,2,481.69,963.38,0.0,Cash,Store B (Delhi),EMP001,386.6,40.13,CLEAN,0
13500,2024-05-26,1875,P226,Electronics,2,27981.06,50365.91,10.0,Debit Card,Store C (Bangalore),EMP005,25406.19,50.44,CLEAN,0
13501,2024-01-18,1988,P121,Books,3,929.52,2370.28,15.0,Credit Card,Store B (Delhi),EMP024,1021.25,43.09,CLEAN,0
13502,2024-01-02,1954,P389,Home & Garden,4,6583.3,26333.2,0.0,Cash,Store C (Bangalore),EMP050,11481.2,43.6,CLEAN,0
13503,2024-04-20,390,P260,Clothing,2,1414.73,2687.99,5.0,Net Banking,Store A (Mumbai),EMP006,1277.6,47.53,CLEAN,0
13504,2024-01-18,1094,P064,Electronics,2,25442.68,48341.09,5.0,Net Banking,Online,ONLINE,23646.13,48.92,CLEAN,0
13505,2024-02-13,845,P323,Clothing,1,3746.51,3746.51,0.0,Net Banking,Store B (Delhi),EMP005,1233.79,32.93,CLEAN,0
13506,2024-06-09,1142,P195,Clothing,1,1692.96,1523.66,10.0,Net Banking,Store B (Delhi),EMP020,550.67,36.14,CLEAN,0
13507,2024-05-24,1332,P279,Home & Garden,3,5490.09,14823.24,10.0,Credit Card,Store C (Bangalore),EMP001,8304.5,56.02,CLEAN,0
13508,2024-03-16,2036,P250,Food,5,195.91,979.55,0.0,UPI,Store C (Bangalore),EMP013,575.45,58.75,CLEAN,0
13509,2024-02-21,226,P360,Home & Garden,3,749.7,2249.1,0.0,Net Banking,Online,ONLINE,1079.52,48.0,CLEAN,0
13510,2024-04-08,1450,P233,Food,2,129.35,258.7,0.0,Cash,Online,ONLINE,79.9,30.89,CLEAN,0
13511,2024-01-21,1116,P216,Clothing,1,1093.46,1038.79,5.0,UPI,Online,ONLINE,519.84,50.04,CLEAN,0
13512,2024-02-28,378,P187,Food,9,80.86,654.97,10.0,UPI,Store A (Mumbai),EMP047,360.77,55.08,CLEAN,0
13513,2024-01-04,1575,P052,Food,7,256.36,1704.79,5.0,Net Banking,Store C (Bangalore),EMP030,974.16,57.14,CLEAN,0
13514,2024-02-18,625,P202,Home & Garden,3,7112.07,19202.59,10.0,Credit Card,Store C (Bangalore),EMP045,6995.38,36.43,CLEAN,0
13515,2024-01-07,632,P188,Books,1,481.69,433.52,10.0,UPI,Store B (Delhi),EMP042,173.97,40.13,CLEAN,0
13516,2024-03-18,850,P399,Home & Garden,4,7455.42,29821.68,0.0,UPI,Store A (Mumbai),EMP018,12676.0,42.51,CLEAN,0
13517,2024-06-13,1352,P344,Food,4,928.26,3713.04,0.0,Credit Card,Store B (Delhi),EMP044,1123.68,30.26,CLEAN,0
13518,2024-01-28,1443,P200,Books,3,1521.91,4109.16,10.0,Debit Card,Store B (Delhi),EMP043,1479.71,36.01,CLEAN,0
13519,2024-05-06,1989,P367,Clothing,2,2010.58,3820.1,5.0,Net Banking,Store B (Delhi),EMP006,2078.49,54.41,CLEAN,0
13520,2024-06-25,498,P131,Clothing,1,2652.6,2652.6,0.0,Cash,Store C (Bangalore),EMP016,1105.63,41.68,CLEAN,0
13521,2024-06-27,41,P360,Home & Garden,2,749.7,1424.43,5.0,Net Banking,Online,ONLINE,683.7,48.0,CLEAN,0
13522,2024-05-09,757,P382,Electronics,1,5627.79,5627.79,0.0,Debit Card,Online,ONLINE,2364.03,42.01,CLEAN,0
13523,2024-04-07,226,P224,Books,4,1225.56,4412.02,10.0,Cash,Store A (Mumbai),EMP018,2226.92,50.47,CLEAN,0
13524,2024-01-07,342,P170,Home & Garden,1,874.05,786.64,10.0,Cash,Online,ONLINE,236.24,30.03,CLEAN,0
13525,2024-05-27,654,P279,Home & Garden,5,5490.09,27450.45,0.0,Cash,Online,ONLINE,15378.7,56.02,CLEAN,0
13526,2024-01-14,1221,P024,Clothing,2,1575.24,3150.48,0.0,Debit Card,Store B (Delhi),EMP032,1428.8,45.35,CLEAN,0
13527,2024-05-11,283,P152,Clothing,4,2843.45,11373.8,0.0,UPI,Store A (Mumbai),EMP022,4003.76,35.2,CLEAN,0
13528,2024-04-09,803,P276,Electronics,2,27925.8,55851.6,0.0,UPI,Store B (Delhi),EMP011,21278.24,38.1,CLEAN,0
13529,2024-03-24,1161,P062,Home & Garden,2,7097.7,13485.63,5.0,Credit Card,Store C (Bangalore),EMP003,5949.38,44.12,CLEAN,0
13530,2024-05-01,2006,P239,Electronics,1,57596.68,54716.85,5.0,Net Banking,Online,ONLINE,21168.18,38.69,CLEAN,0
13531,2024-05-24,889,P336,Electronics,2,132237.67,264475.34,0.0,UPI,Store A (Mumbai),EMP010,132534.38,50.11,CLEAN,1
13532,2024-05-05,2401,P100,Books,1,963.49,963.49,0.0,UPI,Store B (Delhi),EMP036,481.26,49.95,CLEAN,0
13533,2024-06-02,457,P373,Electronics,2,101604.99,172728.48,15.0,Cash,Store A (Mumbai),EMP002,74675.34,43.23,CLEAN,1
13534,2024-02-22,2322,P178,Electronics,2,44173.41,88346.82,0.0,Cash,Store A (Mumbai),EMP034,48240.42,54.6,CLEAN,1
13535,2024-06-28,560,P374,Food,2,54.88,109.76,0.0,Debit Card,Store B (Delhi),EMP017,35.3,32.16,CLEAN,0
13536,2024-06-16,1308,P142,Clothing,2,1853.88,3707.76,0.0,Debit Card,Store B (Delhi),EMP033,1265.62,34.13,CLEAN,0
13537,2024-02-07,1310,P251,Food,9,329.13,2962.17,0.0,Net Banking,Store C (Bangalore),EMP016,1494.0,50.44,CLEAN,0
13538,2024-02-13,1120,P303,Books,4,327.06,1308.24,0.0,Credit Card,Online,ONLINE,728.16,55.66,CLEAN,0
13539,2024-01-07,141,P114,Food,5,258.18,1290.9,0.0,Net Banking,Store C (Bangalore),EMP048,527.0,40.82,CLEAN,0
13540,2024-04-21,505,P194,Books,4,850.51,3231.94,5.0,Credit Card,Online,ONLINE,1132.17,35.03,CLEAN,0
13541,2024-05-08,870,P367,Clothing,1,2010.58,2010.58,0.0,Cash,Store B (Delhi),EMP030,1093.94,54.41,CLEAN,0
13542,2024-03-31,1273,P213,Home & Garden,1,7842.28,6665.94,15.0,UPI,Store B (Delhi),EMP012,3184.36,47.77,CLEAN,0
13543,2024-06-20,643,P242,Food,10,305.99,3059.9,0.0,Debit Card,Online,ONLINE,1122.4,36.68,CLEAN,0
13544,2024-05-26,1416,P056,Electronics,2,81966.32,155736.01,5.0,Cash,Store B (Delhi),EMP036,76048.2,48.83,CLEAN,1
13545,2024-02-09,1963,P361,Books,3,605.15,1815.45,0.0,Cash,Online,ONLINE,964.41,53.12,CLEAN,0
13546,2024-01-23,2254,P134,Books,1,1446.11,1373.8,5.0,Credit Card,Store C (Bangalore),EMP044,757.92,55.17,CLEAN,0
13547,2024-03-08,1258,P196,Books,4,1756.73,5270.19,25.0,Cash,Store A (Mumbai),EMP048,1902.69,36.1,CLEAN,0
13548,2024-04-15,11,P275,Books,3,1681.37,5044.11,0.0,Credit Card,Store C (Bangalore),EMP038,1953.03,38.72,CLEAN,0
13549,2024-04-13,1392,P245,Electronics,1,141279.16,141279.16,0.0,Net Banking,Store B (Delhi),EMP043,49026.05,34.7,CLEAN,1
13550,2024-01-15,1005,P357,Clothing,1,2989.17,2989.17,0.0,Credit Card,Store C (Bangalore),EMP037,1122.65,37.56,CLEAN,0
13551,2024-05-09,2215,P016,Home & Garden,3,5508.16,16524.48,0.0,Cash,Store C (Bangalore),EMP031,8365.29,50.62,CLEAN,0
13552,2024-03-13,1701,P202,Home & Garden,5,7112.07,35560.35,0.0,Net Banking,Store C (Bangalore),EMP037,12954.4,36.43,CLEAN,0
13553,2024-05-21,1053,P144,Clothing,3,935.86,2807.58,0.0,UPI,Store A (Mumbai),EMP034,1307.4,46.57,CLEAN,0
13554,2024-02-24,2233,P196,Books,4,1756.73,6675.57,5.0,Net Banking,Store A (Mumbai),EMP017,2410.07,36.1,CLEAN,0
13555,2024-06-23,1077,P105,Food,5,177.03,885.15,0.0,Debit Card,Online,ONLINE,445.75,50.36,CLEAN,0
13556,2024-04-09,720,P020,Home & Garden,5,5389.65,26948.25,0.0,Net Banking,Store C (Bangalore),EMP039,16058.25,59.59,CLEAN,0
13557,2024-01-11,1471,P113,Books,1,550.51,550.51,0.0,Unknown,Online,ONLINE,184.75,33.56,CLEAN,0
13558,2024-04-03,1381,P374,Food,8,54.88,439.04,0.0,Credit Card,Online,ONLINE,141.2,32.16,CLEAN,0
13559,2024-03-04,417,P165,Books,2,711.4,1351.66,5.0,Debit Card,Online,ONLINE,629.32,46.56,CLEAN,0
13560,2024-02-01,157,P246,Books,4,500.17,2000.68,0.0,Net Banking,Store A (Mumbai),EMP017,642.28,32.1,CLEAN,0
13561,2024-05-30,2437,P080,Clothing,1,1777.53,1777.53,0.0,Cash,Store A (Mumbai),EMP038,648.16,36.46,CLEAN,0
13562,2024-04-03,2066,P299,Electronics,2,63587.29,120815.85,5.0,Credit Card,Store B (Delhi),EMP047,53003.06,43.87,CLEAN,1
13563,2024-02-08,895,P156,Clothing,1,2653.51,2653.51,0.0,Debit Card,Store B (Delhi),EMP030,880.71,33.19,CLEAN,0
13564,2024-03-26,1133,P201,Electronics,1,47082.94,42374.65,10.0,Cash,Store B (Delhi),EMP040,25224.8,59.53,CLEAN,0
13565,2024-03-03,1395,P072,Food,3,500.31,1425.88,5.0,Net Banking,Store A (Mumbai),EMP005,588.81,41.29,CLEAN,0
13566,2024-02-16,614,P031,Books,2,1671.22,3175.32,5.0,Net Banking,Store A (Mumbai),EMP039,1278.17,40.25,CLEAN,0
13567,2024-02-08,2414,P369,Home & Garden,5,5201.38,24706.56,5.0,Net Banking,Store C (Bangalore),EMP001,11102.51,44.94,CLEAN,0
13568,2024-03-31,1791,P357,Clothing,1,2989.17,2839.71,5.0,Debit Card,Store B (Delhi),EMP002,1066.52,37.56,CLEAN,0
13569,2024-02-18,1328,P302,Food,5,276.08,1242.36,10.0,Cash,Store C (Bangalore),EMP019,444.37,35.77,CLEAN,0
13570,2024-02-27,1357,P349,Home & Garden,4,825.21,2805.71,15.0,Credit Card,Store B (Delhi),EMP042,957.68,34.13,CLEAN,0
13571,2024-06-10,2291,P131,Clothing,2,2652.6,5305.2,0.0,Net Banking,Online,ONLINE,2211.26,41.68,CLEAN,0
13572,2024-02-06,1284,P098,Food,1,26.16,24.85,5.0,Net Banking,Store A (Mumbai),EMP019,8.64,34.75,CLEAN,0
13573,2024-05-10,647,P004,Clothing,3,4823.95,13748.26,5.0,Credit Card,Store A (Mumbai),EMP026,6348.35,46.18,CLEAN,0
13574,2024-01-26,1846,P047,Electronics,2,37027.89,66650.2,10.0,Net Banking,Store A (Mumbai),EMP037,30705.28,46.07,CLEAN,0
13575,2024-02-02,1824,P282,Food,3,685.9,1954.81,5.0,Cash,Store A (Mumbai),EMP025,1074.42,54.96,CLEAN,0
13576,2024-04-17,1250,P040,Home & Garden,4,2901.32,9864.49,15.0,UPI,Store B (Delhi),EMP015,5078.61,51.48,CLEAN,0
13577,2024-03-08,1685,P001,Clothing,1,1637.24,1227.93,25.0,Credit Card,Store B (Delhi),EMP011,527.1,42.93,CLEAN,0
13578,2024-01-19,2085,P035,Electronics,1,135575.06,122017.55,10.0,Debit Card,Store C (Bangalore),EMP032,68712.54,56.31,CLEAN,1
13579,2024-01-13,420,P122,Food,9,683.62,6152.58,0.0,Credit Card,Online,ONLINE,1980.9,32.2,CLEAN,0
13580,2024-05-06,2197,P124,Food,6,400.88,2164.75,10.0,Credit Card,Store B (Delhi),EMP043,880.42,40.67,CLEAN,0
13581,2024-04-07,181,P066,Electronics,2,118574.68,225291.89,5.0,Credit Card,Online,ONLINE,67754.57,30.07,CLEAN,1
13582,2024-01-10,1553,P303,Books,1,327.06,327.06,0.0,Debit Card,Store A (Mumbai),EMP034,182.04,55.66,CLEAN,0
13583,2024-04-22,796,P378,Electronics,2,37655.58,67780.04,10.0,Net Banking,Store C (Bangalore),EMP043,37546.92,55.4,CLEAN,0
13584,2024-05-02,28,P187,Food,9,80.86,654.97,10.0,Debit Card,Store B (Delhi),EMP019,360.77,55.08,CLEAN,0
13585,2024-04-29,679,P191,Food,9,389.75,3332.36,5.0,Cash,Store C (Bangalore),EMP040,1025.23,30.77,CLEAN,0
13586,2024-04-24,1397,P242,Food,4,305.99,1162.76,5.0,UPI,Store C (Bangalore),EMP020,426.51,36.68,CLEAN,0
13587,2024-02-24,1374,P301,Clothing,1,3865.59,3865.59,0.0,Debit Card,Store A (Mumbai),EMP031,2258.47,58.42,CLEAN,0
13588,2024-02-01,96,P007,Clothing,3,4929.94,14789.82,0.0,Debit Card,Store C (Bangalore),EMP023,4899.21,33.13,CLEAN,0
13589,2024-05-26,749,P271,Books,4,1935.13,7740.52,0.0,Credit Card,Online,ONLINE,3996.68,51.63,CLEAN,0
13590,2024-04-21,2449,P171,Food,7,335.98,2116.67,10.0,Cash,Store B (Delhi),EMP042,1028.48,48.59,CLEAN,0
13591,2024-05-25,413,P138,Electronics,2,137342.02,260949.84,5.0,UPI,Store C (Bangalore),EMP045,82986.13,31.8,CLEAN,1
13592,2024-04-12,1306,P112,Clothing,4,2287.3,9149.2,0.0,Cash,Store B (Delhi),EMP031,4064.52,44.42,CLEAN,0
13593,2024-05-12,831,P251,Food,6,329.13,1876.04,5.0,Cash,Store A (Mumbai),EMP040,946.2,50.44,CLEAN,0
13594,2024-05-05,2257,P101,Home & Garden,5,6252.94,28138.23,10.0,Debit Card,Online,ONLINE,10268.23,36.49,CLEAN,0
13595,2024-02-19,463,P238,Clothing,2,494.23,939.04,5.0,Net Banking,Store C (Bangalore),EMP016,484.94,51.64,CLEAN,0
13596,2024-02-09,85,P083,Clothing,1,3804.29,3614.08,5.0,Debit Card,Store A (Mumbai),EMP024,1700.86,47.06,CLEAN,0
13597,2024-04-24,283,P144,Clothing,4,935.86,3743.44,0.0,Debit Card,Store C (Bangalore),EMP050,1743.2,46.57,CLEAN,0
13598,2024-01-29,182,P020,Home & Garden,4,5389.65,21558.6,0.0,Unknown,Store A (Mumbai),EMP004,12846.6,59.59,CLEAN,0
13599,2024-04-04,155,P039,Books,2,656.74,1247.81,5.0,Debit Card,Store B (Delhi),EMP046,569.58,45.65,CLEAN,0
13600,2024-02-17,1814,P193,Clothing,1,2728.94,2456.05,10.0,Cash,Store A (Mumbai),EMP036,1067.89,43.48,CLEAN,0
13601,2024-03-18,990,P394,Electronics,1,117122.09,117122.09,0.0,Credit Card,Online,ONLINE,38681.67,33.03,CLEAN,1
13602,2024-05-26,65,P009,Clothing,2,696.53,1323.41,5.0,Net Banking,Store A (Mumbai),EMP010,702.32,53.07,CLEAN,0
13603,2024-01-23,1755,P363,Books,3,1367.13,4101.39,0.0,Net Banking,Store B (Delhi),EMP003,2448.24,59.69,CLEAN,0
13604,2024-06-30,82,P042,Clothing,4,569.32,2163.42,5.0,Cash,Online,ONLINE,849.95,39.29,CLEAN,0
13605,2024-03-29,2297,P185,Clothing,1,1212.42,1091.18,10.0,Debit Card,Store B (Delhi),EMP041,531.7,48.73,CLEAN,0
13606,2024-06-15,631,P287,Food,4,748.6,2994.4,0.0,Debit Card,Store C (Bangalore),EMP007,1702.36,56.85,CLEAN,0
13607,2024-02-23,1125,P145,Food,9,954.79,8593.11,0.0,Debit Card,Store A (Mumbai),EMP043,4144.86,48.23,CLEAN,0
13608,2024-01-13,791,P354,Electronics,2,19500.15,35100.27,10.0,Cash,Store B (Delhi),EMP039,16931.21,48.24,CLEAN,0
13609,2024-06-04,706,P061,Books,4,739.01,2512.63,15.0,Cash,Store B (Delhi),EMP001,989.43,39.38,CLEAN,0
13610,2024-02-23,1383,P135,Food,9,790.07,7110.63,0.0,Net Banking,Store A (Mumbai),EMP013,2572.02,36.17,CLEAN,0
13611,2024-03-17,2046,P282,Food,7,685.9,4801.3,0.0,UPI,Store A (Mumbai),EMP023,2638.93,54.96,CLEAN,0
13612,2024-02-11,550,P258,Food,4,700.83,2663.15,5.0,Debit Card,Store C (Bangalore),EMP002,1461.18,54.87,CLEAN,0
13613,2024-02-10,474,P253,Clothing,1,399.4,399.4,0.0,UPI,Store B (Delhi),EMP033,224.08,56.1,CLEAN,0
13614,2024-03-17,518,P149,Food,9,880.46,7924.14,0.0,Cash,Online,ONLINE,2427.57,30.64,CLEAN,0
13615,2024-03-19,2020,P185,Clothing,2,1212.42,2303.6,5.0,UPI,Store A (Mumbai),EMP024,1122.48,48.73,CLEAN,0
13616,2024-04-27,1991,P330,Home & Garden,6,2925.68,17554.08,0.0,Net Banking,Online,ONLINE,6452.64,36.76,CLEAN,0
13617,2024-01-09,1651,P173,Books,3,1982.95,5948.85,0.0,Debit Card,Store C (Bangalore),EMP014,3404.22,57.22,CLEAN,0
13618,2024-03-22,780,P385,Home & Garden,5,2970.2,14108.45,5.0,Net Banking,Online,ONLINE,4518.06,32.02,CLEAN,0
13619,2024-03-08,134,P331,Books,2,160.52,272.88,15.0,Net Banking,Store B (Delhi),EMP031,99.13,36.33,CLEAN,0
13620,2024-05-19,2460,P196,Books,4,1756.73,6324.23,10.0,Net Banking,Store B (Delhi),EMP005,2283.23,36.1,CLEAN,0
13621,2024-04-06,514,P010,Electronics,1,115216.27,103694.64,10.0,Credit Card,Online,ONLINE,52261.7,50.4,CLEAN,1
13622,2024-04-18,123,P129,Books,1,745.51,708.23,5.0,Debit Card,Store B (Delhi),EMP017,417.79,58.99,CLEAN,0
13623,2024-05-10,705,P369,Home & Garden,2,5201.38,9882.62,5.0,Debit Card,Store B (Delhi),EMP049,4441.0,44.94,CLEAN,0
